1000
Atoms. Timestep: 0
B 10.0016 10.0097 0.00504053
B 10.0012 10.0059 1.99238
A 10.0069 10.0046 3.99454
B 10.0096 10.0071 6.00468
B 9.9967 10.0004 8.00756
B 9.99628 10.0037 9.9928
A 10.0067 9.99732 11.9964
A 9.99496 9.99721 14.0046
A 10 10.0036 16.0045
B 10.0004 10.0016 18.0085
B 9.99916 12.008 0.0029973
B 9.99244 11.997 1.9937
B 9.99832 11.9988 3.99658
A 10.0032 11.9997 6.00183
A 9.99328 12.0038 8.00756
A 10.0056 12.0029 10.0032
B 9.99784 11.9979 11.9958
A 10.0101 12.0074 14.0076
B 10.0076 12.0026 15.9945
A 9.99076 12.0018 18.0101
B 10.0013 13.9912 0.00881984
A 10.0067 14.0073 2
B 10.0072 13.9962 4.00798
A 9.99832 14.0003 5.9895
B 9.9937 13.9929 7.99376
B 10.0005 14.0093 9.9928
A 10.0091 13.9909 12.0063
B 9.99082 13.995 13.9996
B 9.99208 13.9915 15.9911
A 10.0056 13.9919 18.0046
B 10.003 15.9987 0.00960424
A 10.0023 16.0024 2.01024
A 10.0097 16.0029 3.99144
B 10.0022 15.995 6.00678
B 9.9967 16.0025 7.99958
B 10.0084 15.9907 9.9991
A 9.99412 16.0021 11.9937
B 10.0009 16.0042 13.995
A 9.99832 16.0004 16.0021
B 10.0068 15.9916 17.9938
A 10.0011 17.9926 0.00866387
B 9.99658 18.0005 2.00552
B 10.003 17.9903 4.00372
A 10.0081 17.9929 6.00898
A 10.0017 17.9983 7.9937
A 9.99538 18.0002 10.0008
A 9.99286 18.0076 11.9973
B 10.0092 18.0059 14.0076
B 10.0071 17.9992 16.0062
A 9.99076 18.0046 18.0065
A 11.9937 0.0018354 19.9976
A 12.0048 19.9924 2.00572
B 11.9941 0.010444 3.99958
A 12.0021 19.992 5.99538
B 12 0.0105004 7.9925
B 11.9954 0.00708373 9.98986
A 12.0074 0.00462014 12.0038
B 11.9962 0.00419992 13.9912
B 11.9911 0.00131619 15.9996
B 12.0013 19.9911 18.0046
A 11.9973 2.00488 19.9903
A 12.0056 1.9979 1.99832
A 12.0086 1.99974 4.00966
A 11.9923 2.00993 6.00194
B 11.9903 1.99952 8.00336
A 12.0021 1.9937 10.0063
B 12.0029 1.99208 12.0067
A 12.007 1.99286 13.9916
B 11.9984 2.00714 15.9962
A 11.9994 2.00015 18.0023
B 11.9936 3.9967 0.00755979
A 11.9933 3.99454 1.99301
A 12.0049 4.00236 4.00447
B 11.9912 3.99628 5.99916
A 11.9971 4.00562 7.99454
B 11.9966 4.00804 9.99544
B 11.99 4.0012 12.0046
B 12.0063 4.01008 14.0042
B 11.9941 4.00084 15.997
A 12.0087 4.0105 17.9983
B 11.9958 5.9916 19.9903
A 12.0069 5.99118 1.99328
B 12.005 6.00132 3.9946
B 11.9938 6.00588 6.0096
A 11.9958 5.99144 7.9937
B 11.9917 5.99112 9.99958
A 11.9958 5.99931 11.9913
A 11.9918 5.99889 13.9969
B 11.9937 5.9916 15.9975
A 11.9941 5.99396 18.0059
B 12.0096 8.00204 19.9899
A 12.0017 7.99286 1.99748
B 11.9903 7.98986 3.9925
B 12.0096 8.00246 5.9916
B 11.9987 8.00804 8.00414
A 12.0063 8.00462 9.99259
A 12.005 8.00698 12.0038
A 12.0055 8.01008 13.9965
B 12.0038 8.00462 15.9908
B 11.9954 7.99622 18.0004
A 12.0029 9.99706 0.00630246
A 12.0018 10.0003 2.00378
A 11.9912 9.99622 4.00798
A 11.9922 9.99622 5.99438
B 11.9953 10.0046 8.0072
B 11.9903 9.99118 9.99118
B 11.995 10.0034 11.9978
A 11.9916 9.99453 13.9924
B 12.0055 9.99658 16.0059
A 11.9926 9.99958 17.9951
B 11.9971 12.0043 19.9992
B 11.9958 12 1.99076
B 12.0016 11.9963 4.0063
B 12.0022 12.0029 5.9958
B 11.9954 11.9974 8.00078
A 12.0061 12.008 9.99175
A 11.9897 11.9908 12.0008
A 12.0071 12.0091 13.9933
A 12.0008 11.9924 15.9961
B 12.0097 12.0025 18.0059
B 12.0004 14.008 0.0104997
A 11.9961 13.9997 2.00588
B 12.0097 14.0054 4.00756
A 12.0032 14 6.00772
A 12.0025 13.9899 8.0032
B 11.9903 13.9933 9.99754
B 11.99 13.9984 12.005
B 12.0101 14.0001 14.0025
B 12.0088 14.0034 15.9983
A 12.0066 14.0055 17.9895
B 11.9936 15.992 19.9941
A 11.9982 16.0067 2.00142
A 12.0097 15.9966 4.00236
B 12.0055 15.9987 6.01056
B 12.0038 16.0026 8.0075
A 12.0073 15.992 10.0101
B 11.9946 16.0004 12.0068
B 12.0101 15.9907 14.0054
A 11.999 16.0027 16
B 12.0012 15.9917 17.9929
B 11.9912 17.9899 19.9945
A 12.0014 17.9924 2.00672
B 11.9983 18.0009 4.0021
A 11.9923 17.9989 6.00798
B 12.0097 18.0105 7.99502
B 11.9992 18.0026 10.0013
B 11.9958 17.9995 11.9903
A 12.0021 17.9933 14.0002
A 11.9912 17.9893 15.9902
B 11.9933 17.9962 18.0076
A 14.0063 19.9969 19.9926
A 13.9979 19.9929 1.99076
A 13.9937 19.9912 3.98976
B 14.0105 0.00756094 6.01056
B 13.9983 19.9987 7.9991
A 13.9968 0.00141543 10.0029
B 14.0042 0.0105 11.9895
A 14.0097 19.9929 14.0086
A 14.0006 0.0025195 15.9965
B 14.008 0.00341686 17.9933
B 14.0017 1.99244 19.9903
A 14.0017 2.00042 2.00057
A 13.9906 2.00699 4.00908
B 14.0047 2.00378 6.00006
B 13.9937 1.99238 7.9907
A 14.005 2.0063 9.99722
A 13.9901 2.00126 11.991
B 13.9938 1.99124 13.9984
B 14.0097 2 15.9903
B 14.0047 1.99748 18.0017
A 14.0059 3.99118 19.9943
A 14.0038 3.99664 1.99984
B 13.9967 3.99754 3.99964
B 14.005 3.99664 5.99994
A 13.9961 3.99302 8.00267
A 13.9993 4.0053 10.0082
B 14 4.00252 11.9917
B 14.0088 3.9907 14.0058
A 14.0048 4.00142 16.0088
B 14.0038 3.9928 18.0021
B 14.0021 5.99118 19.9929
A 13.9977 6.00462 2.0021
B 14.0063 6.00834 4.00132
B 14.0076 6.00288 5.99112
A 14.0071 5.99412 7.99076
B 13.9983 5.99922 9.99076
A 14.0049 5.99007 12.0031
A 14.0053 5.99664 14.005
A 14.0069 6.00446 16.0055
A 14.0003 6.0042 17.9893
A 13.9966 8.00462 19.9905
A 13.9937 7.99496 2.00504
A 13.9937 8.0052 4.01008
A 13.9989 7.99302 6
A 13.9996 7.99916 8.00278
B 14.0005 7.99328 10.0042
A 13.9935 8.00069 11.9908
B 14.0034 7.9916 13.998
B 14.0029 8.00174 15.9908
B 13.9945 8.0063 18.0096
B 13.9917 9.98998 19.9958
A 13.9969 10.0003 2.00982
A 13.9954 10.0084 3.98992
A 14.005 9.99396 6.0042
A 13.9947 9.99454 7.99396
B 14.0046 9.98992 10.0097
B 13.9941 9.99244 12.0054
A 13.9986 10.0081 14.0021
B 13.9999 10.0017 16.005
A 13.9908 10.0002 17.9945
B 14.0071 12.0105 0.00509705
B 13.9983 12.0026 1.99742
A 13.9918 11.9982 4.00336
B 14.01 12.0034 5.9895
A 13.9958 12.0091 8.00504
B 13.9954 11.9936 9.99286
A 13.9941 12.0021 11.9926
A 14.0092 12.0032 14.0078
B 14.0021 12.0084 16.0034
A 13.9905 12.0007 17.9903
B 14.0071 14.0096 19.9983
B 14.0042 14.0025 2.00378
B 13.9978 13.9929 3.99748
B 14 14.0046 5.99328
B 13.9971 13.9996 7.99154
A 13.9987 14.0014 9.99664
B 13.995 13.9971 12.0089
B 14.0004 13.9959 14.0042
B 13.9941 14.0084 15.9895
B 13.9987 13.9903 18
A 14.0098 15.9981 0.00404391
B 13.9963 16.0025 1.99328
A 13.9898 16.0044 4.0021
B 14.0029 15.9941 6.00804
B 13.9974 16.0013 8.00372
A 14.0004 16.0095 10.0055
B 13.9924 15.9966 11.9992
B 14.005 15.9924 14.0076
B 14.0034 15.9945 16.0092
A 13.9937 16.0081 18.0031
A 14.0097 17.9971 19.9987
A 14.0024 18.0039 1.99328
A 14.0034 17.9908 3.99942
B 14.0029 17.9962 5.99124
B 13.9971 18.0029 7.99832
B 14 17.9916 9.99406
A 14.001 18.0042 11.9937
B 13.9899 17.9995 14.0005
B 13.9942 18.0075 16.0029
A 13.9985 18.004 18.0077
A 16.0046 19.9947 19.9985
A 15.9961 0.00519698 1.99606
B 16.0072 19.9912 4.00294
A 16.0086 0.00740509 6.01024
A 15.9951 19.9996 7.99454
A 15.9906 19.9993 10.008
A 16.0101 19.9899 11.9956
B 16.0013 19.9963 14.0097
A 16.0057 19.9941 15.9916
B 15.9903 19.9938 17.9962
A 16.0097 1.99018 19.9918
A 15.995 1.99832 2.00068
B 16.0059 1.99118 4.0072
B 16.0034 2.00924 6.01008
B 15.9903 2.003 8.00078
A 15.9923 2.0084 9.9968
A 15.9933 2.00153 11.9948
B 16.008 2.00168 13.9996
B 15.9949 2.00252 15.9958
B 16.0008 2.00204 18.0033
B 16.0105 3.99166 0.00881994
A 16.0045 4.00741 1.99874
B 15.9966 3.98992 3.9979
A 15.9924 4.00126 5.9979
B 16.0092 3.99196 8.00546
A 15.9898 3.9948 9.99958
B 15.9945 3.99292 11.9917
B 15.9945 4.00798 14.0016
A 15.9944 3.98965 16.0031
A 15.9968 4.00042 18.0045
B 16.0008 5.99832 19.9987
B 16.0084 6.00462 2.00504
B 15.9987 6.00084 4.01008
B 15.9932 6.00378 5.99616
A 16.0013 5.99412 8.00588
B 15.9903 5.99082 10.0055
B 16.0017 6.00672 11.9908
B 16.0059 6.0063 13.9953
A 16.0049 6.00504 16.0021
B 15.9945 5.99082 18.0072
B 16.0084 7.99832 19.9966
A 16.0034 8.00252 2.00714
B 16.005 8.00918 3.99538
A 15.9935 7.99217 6.0042
B 15.9987 7.99748 7.99334
B 16.0004 8.01008 10.005
B 16.0071 7.99322 11.9929
B 15.9899 7.9937 13.9932
A 16.0035 8.00798 16.0013
B 15.9903 7.99868 17.9896
B 16.0034 9.99994 0.00341753
B 16.0059 10.0059 1.98986
A 16.0105 10.0018 4.0073
A 15.9941 10.0059 6.00294
A 15.9952 10.0042 8.00068
B 16.0013 9.99832 9.9958
A 16.0039 10.0044 12.0063
B 16.0004 9.98986 13.9941
A 16.0014 10.0088 15.9909
A 15.9919 9.99134 18.0036
A 15.9943 11.9905 19.9912
A 15.9916 11.9909 1.99496
A 16.0011 11.9962 4.00798
A 16.0081 12.0025 5.99564
B 15.9921 11.9938 8.00678
B 15.9975 11.9933 10.0075
A 16.0045 12.0032 11.9934
A 15.9902 12.0065 13.9908
A 16.0021 12.0007 15.9899
A 16.0097 11.995 18.0092
A 16.0052 14.0067 19.9929
A 16.0027 14.0061 1.99874
A 15.9901 13.9952 4.00966
A 16 14.0059 6.0095
B 16.0105 14.0008 7.99334
B 16.0026 13.9949 10.0059
B 15.9933 13.9929 11.9957
A 15.9901 14.008 14.0046
B 16.0004 14.0005 16.0063
A 16.0048 13.9952 17.9913
A 16.0078 16.0099 0.00923947
B 15.9953 16.0097 1.99964
B 16.008 15.9975 4.00246
A 15.9908 15.992 5.99595
A 16.0063 15.9987 8.01009
A 15.9933 16.0071 9.99496
A 16.0027 16.0094 12.0059
A 15.9916 16.0038 14.0045
B 15.9916 15.9954 16.0064
B 15.9903 15.9912 18.0058
B 16.0021 17.9958 19.995
B 15.9908 17.9995 1.99454
B 16.0084 17.9933 3.997
A 15.9929 17.9979 5.99664
B 16.0012 18.0071 8.00804
B 15.9912 17.9979 9.99826
A 15.9983 18.005 11.9955
A 15.9987 18.0007 14.0036
B 16.0046 17.9932 16.0059
A 16.0029 17.9903 18.0097
A 18.0017 19.9969 19.9916
B 18.0009 0.00167991 1.9904
B 17.9911 0.00425622 3.99448
A 18.0025 0.0046198 6.01024
A 17.9982 0.00840041 8.00992
B 18.0004 19.9958 10.0047
B 18.0071 19.9966 11.9924
A 18.0044 19.9975 14.0025
B 17.9933 19.9941 16.0009
B 17.9895 0.00761686 17.9995
B 17.9903 1.99958 19.9966
A 17.999 2.00798 1.99118
B 17.997 2.00834 4.00888
B 17.9915 2.00594 6.00876
A 17.995 2.00504 8.00042
B 18.0068 1.99202 9.99706
A 18.0055 1.99176 11.9958
B 18.0059 1.99418 14.0029
A 18.0097 2.00924 16.0004
B 18.0088 1.99994 17.9967
A 18.008 4.0031 19.9969
B 18.0076 3.9937 2.00294
A 18.0059 3.99076 3.99118
B 17.9959 4.00456 6
A 17.9903 3.99832 8.00966
B 17.998 4.0054 9.99958
A 18.0097 4.0021 12.0088
B 17.9979 3.99322 13.9967
B 18.0029 3.9904 15.9899
A 17.999 4.00562 17.9905
A 18.0044 6.0021 19.9958
A 18.0021 6.00436 2.00741
B 17.9941 5.98992 3.99454
A 18.0025 6.00252 6.01024
A 18.0078 5.9937 7.99748
A 18.0076 6.00966 9.99832
A 18.0042 5.99286 11.9975
A 17.9916 6.00058 13.9948
B 17.9992 6.00582 16.0055
A 18.001 5.99832 18.0069
A 17.9908 7.98976 19.9996
A 17.9956 7.99622 1.99118
A 18.0065 8.00478 4.00489
B 17.9966 7.98992 5.99244
A 18.0027 7.99102 8.00588
B 17.9941 8.00132 9.99034
A 17.9964 8.0084 11.9901
A 18.0021 8.00294 14.0029
A 17.9931 8.00856 16.0067
A 18.0084 7.99564 18.0055
B 17.9962 10.0013 0.00834392
A 18.0002 10.0015 1.99008
A 17.995 9.99396 3.98992
A 18.0049 10.0081 5.99943
B 17.9992 10.0001 7.99712
B 17.9962 10.0042 9.997
A 17.9966 10.0074 12.0031
A 18.008 10.0011 13.9958
A 18.0103 9.98976 15.9998
B 18.0101 9.99538 18.0001
A 17.9998 12.0102 0.00530469
B 18.0051 12.0101 1.99838
B 18.0013 12.0021 4.00918
A 18.0013 12.0078 5.99832
B 17.9929 11.9958 8.00174
B 18.0025 11.9912 10.0092
B 18.0088 11.9996 12.0013
B 17.9904 11.9987 14.0076
B 18.008 12.0101 15.9924
A 17.9937 11.9985 17.9981
A 18.0004 13.9956 0.00630152
A 17.9944 13.9926 1.99328
A 17.9982 13.9951 3.99102
B 17.9987 14.0017 5.9988
B 17.9996 14.0042 8.00294
B 17.9908 14.0008 10.0013
B 17.9983 13.9983 12.0071
A 18.0076 14.0046 13.9997
A 18 14.0076 15.9983
A 17.9983 14.0013 18.0088
B 17.9971 16.0071 19.9929
A 17.9985 16.0059 2.0052
A 18.0069 16.0034 4.00698
B 17.9988 16.0105 5.99334
B 17.9929 16.0088 7.99154
A 17.9931 15.9962 9.99428
A 18.0067 16.0048 12.0003
B 17.9959 16.0089 14.0034
B 17.9895 16.0021 15.9907
A 18.0039 15.9916 18.0004
A 18.009 17.993 19.9933
A 18.0065 18.0049 1.99622
A 18.0076 18.0036 4.00615
B 17.9975 18.0104 5.9958
A 18.0055 18.0077 7.99328
B 17.9975 17.998 10.0067
A 18.0078 17.9998 12.0046
B 18.005 17.9962 13.9937
A 18.0063 18 15.9968
A 17.9902 17.9982 17.9937
1000
Atoms. Timestep: 43
A 19.9964 19.9957 19.991
B 0.00381083 19.994 1.99527
A 0.0109153 0.00145298 4.00877
A 0.00774085 19.9916 5.99725
B 0.00129004 19.997 8.0043
A 0.00859988 0.00214984 10.0027
A 0.000594501 19.9946 12.0043
A 0.00301135 19.9904 14.0033
B 0.0055905 0.0055906 15.9945
B 19.9991 19.997 18.0008
A 0.00790662 1.98952 0.000859661
B 0.00731006 1.99435 2.00774
A 19.9897 2.00371 4.00145
A 0.0025798 1.99081 6.00414
B 20 1.99226 7.99361
B 19.9969 1.99404 9.99736
A 19.9987 2.00371 11.9897
B 19.9953 2.00952 13.9992
B 19.9987 1.99435 16.0065
B 0.00294993 1.99097 17.9956
B 19.997 3.99656 0.00252068
A 0.00489484 4.00688 1.99613
B 0.00693982 4.00307 4.00737
B 4.09851e-07 4.00049 5.99097
B 19.9974 4.00172 8.00989
B 19.9969 3.99269 9.99097
B 19.9962 4.00565 12.0047
B 19.9987 3.9957 14.0085
A 19.9903 3.99312 16.0069
B 19.9918 4.0094 18.0018
A 0.00499585 5.99527 0.0015546
B 0.00564994 5.9992 2.00737
B 0.00645189 6.00811 4.00688
B 0.00171995 5.9965 6.00043
B 19.9927 6.00854 7.99742
B 19.9914 6.00129 10.0017
B 19.9945 5.99435 11.9953
B 19.9953 6.00559 14.0013
B 0.000800744 6.00737 16.0073
A 19.9901 5.99699 18.0088
B 0.00859982 7.99054 19.997
B 19.9945 7.99177 1.9965
A 19.994 8.00791 4.00532
A 19.9907 7.98968 6.00989
A 0.00558965 8.01032 8.00456
B 0.00510128 7.99779 9.9957
A 0.008008 8.00533 12.0004
B 0.0026398 7.99097 13.9962
B 0.00644974 7.99871 16.0047
B 19.991 8 17.9918
A 19.9979 10.0107 19.994
A 0.00628699 9.9914 2.00516
A 0.00128952 9.98994 3.98951
B 0.00946006 9.99957 5.99017
B 0.00983128 9.99404 7.99048
A 19.9923 9.99183 10.0049
A 19.9951 9.99613 12.0007
B 19.9983 10 14.0104
B 19.9992 10.0047 15.9905
A 19.9987 9.99242 17.9946
B 19.9953 11.994 0.00478975
B 19.9974 12.0039 1.99914
B 19.9914 12.01 3.99994
A 0.00344102 12.001 5.9957
B 19.9961 11.9944 8.00737
B 0.000859985 12.0048 9.99693
A 0.0107493 11.9991 12.009
B 19.9974 11.9965 14.0022
B 19.9978 11.9978 15.9991
A 0.00344051 12.0108 18.0099
A 0.00972754 14.0099 0.00542617
B 0.00945998 13.9999 2.01081
B 0.00859986 13.9961 4.00596
A 19.9989 14.0089 6.00774
B 0.00639076 13.9957 8.0078
B 19.9979 13.997 10.006
A 19.9987 13.9918 11.9941
A 0.00714582 14.006 13.9947
B 0.0039299 13.9991 16.0013
A 19.9942 14.0021 18.0053
B 0.00946196 16.0095 19.9931
A 19.9912 16.0015 2.00188
A 19.9957 15.9991 3.99812
B 0.00811105 16.0009 6.00565
B 19.9892 15.9948 7.99011
B 0.00601966 15.9979 9.99822
A 19.9955 15.9917 11.9987
B 0.00172096 16.003 13.9966
B 19.9944 16.0086 16.003
A 0.00499602 16.0089 18.0077
A 0.0028447 18.0019 0.00833377
A 0.000860882 18.0046 2.00413
B 0.00737029 17.9991 4.00651
B 0.00123099 17.9978 6.00086
B 0.00134939 17.991 7.98968
B 19.9923 17.9961 10.0099
B 0.0022099 17.9948 12.0098
A 0.00145309 17.992 13.9953
B 0.0107496 18.0047 16.0104
B 19.9897 18.0001 17.9939
B 2.0035 0.00123108 0.00988995
A 2.00774 19.994 2.00102
A 2.00043 19.9966 4.00516
A 2.00801 19.999 5.99269
A 1.99527 19.9898 7.99941
B 1.98974 19.9986 10.0026
A 1.99828 0.0018828 11.9911
A 1.99398 19.9981 14.0106
B 2.00983 19.9983 16.0043
A 1.99371 19.992 18.0056
A 1.99226 1.99371 19.9991
A 1.99226 1.99269 2.00242
B 2.0086 1.99189 4.00178
B 2.00989 1.99662 6.00553
A 2.00645 2.00947 8.00404
A 1.99828 2.00919 9.99355
A 1.99097 2.00414 12.002
B 1.99484 1.98968 14.0013
A 1.99887 2.00791 15.9903
A 2.00705 1.99398 17.9983
A 1.99801 3.99984 19.9991
A 1.99957 3.99253 2.01059
B 2 3.9957 3.99447
B 1.99957 4.00639 6.00553
A 1.99312 3.99182 7.99586
A 1.9907 4.00387 9.99167
B 1.99699 4.00565 12.0095
A 2.0049 3.99586 14.0027
A 2.0043 3.99785 15.9897
A 1.99441 3.99613 18.0034
B 2.00301 6.0043 0.00693944
B 1.99699 6.00995 2.00731
B 1.99226 6.00811 3.99908
A 1.99742 6.00017 6.00662
A 1.99199 6.00731 7.99785
A 2.00103 6.00559 9.99468
B 1.99742 6.00645 12.0077
A 2.0092 5.99425 14.0049
A 1.99242 6.00473 16.0026
A 2.00371 6.01076 17.9908
A 1.99156 7.99011 0.0075762
B 1.99226 7.99097 2.00043
A 1.99339 7.99199 4.00102
A 1.99726 7.99054 6.00516
A 2.00801 7.99484 7.99398
A 1.99888 8.00113 10.0024
B 2.00694 8.0086 12.0001
B 1.99613 7.99312 14.0008
A 2.00188 8.00758 16.0062
A 1.99156 7.99467 18.0073
B 2.00731 10.0104 0.000860984
B 1.99576 10.0103 1.99306
A 2.00989 10.0059 4.00317
A 1.99656 10.006 6.0086
A 1.995 9.98968 7.99768
B 2.00221 10.0005 9.99232
B 2.00049 9.99957 12.006
A 2.00446 9.9907 13.9987
B 1.99742 10.0013 15.9902
B 1.99834 10.0022 17.9953
B 1.99091 12.0034 0.00171989
A 2.0079 12.0079 1.99484
B 1.99269 12.0013 4
A 1.99941 12.0073 6.00704
A 1.9907 12.0056 8.00499
B 1.99822 12.0069 10.0057
B 1.99054 12.0052 11.9935
A 1.99457 12.0067 14.0082
B 1.99441 11.9944 16.0039
A 2.00844 12.0052 18.009
B 1.99404 13.9944 19.9892
A 1.99613 14.0024 1.99973
A 2.0086 13.9989 3.99914
A 2.00156 13.997 5.9914
A 1.99527 13.9994 7.99038
B 2.00215 14.0073 10.0026
B 1.99656 14.0004 11.9961
B 2.00086 13.9902 13.9923
B 1.99521 13.9948 15.9974
B 1.99748 13.997 18.0034
B 1.99478 15.9923 19.9987
B 2.00092 16.0013 2.01026
A 1.99527 16.0033 4.0049
A 1.99371 16.0013 5.99381
B 2.00338 15.9988 8.0086
A 2.00232 16.0086 10.0034
B 2.00608 15.991 11.9915
B 1.99355 16.0047 13.9957
B 1.99435 16.0081 16.009
B 2.01075 15.9983 17.997
B 2.00651 17.9944 0.00123124
A 1.98951 17.998 2.00215
B 1.99435 18.009 4
A 2.00748 18.009 5.99183
B 1.99822 17.9931 7.9949
B 1.99521 18.0074 10.0043
B 1.99349 18.0042 11.9991
A 2.00559 18.001 14.007
A 2.00774 17.9966 16.005
B 2.00424 18.0077 17.9945
B 4.0086 19.9982 0.00951964
B 3.99576 0.0021496 2.00553
A 3.99941 0.0090359 3.99226
B 3.99828 19.9935 5.99146
B 3.99361 19.9953 8.00215
B 3.99263 19.9979 9.99392
A 3.99898 19.9914 12.0096
A 3.99914 19.9912 14.0069
A 4.00043 0.00532329 16.0073
A 4.00602 19.9905 17.9908
A 3.99855 2.0006 0.00112632
B 3.9949 2.00811 1.99914
A 4.0092 1.98994 4.0006
A 3.99758 1.99742 5.9908
B 4.00694 1.99527 8.0035
B 3.99877 1.99478 9.99736
A 4.00043 1.99124 12.0034
B 3.99613 1.99441 14.006
A 4.00215 2.00387 16.0006
A 3.9908 1.99038 17.9987
A 3.99382 3.99183 19.9924
A 4.0043 4.00344 1.98995
B 3.99435 4.00092 4.00608
B 4.00172 4.00006 5.99398
B 3.99742 3.99091 7.99822
A 4.00731 3.99673 9.99312
B 4.00295 4.00049 12.003
A 3.99553 3.99027 14.0002
A 4.00043 4.00645 16.0102
B 3.99312 4.00522 17.991
A 4.00516 6.0043 19.9983
B 3.99355 5.99791 1.99662
B 3.99785 6 4.00946
B 3.99404 5.99871 6.00037
A 4.00215 5.99226 7.99758
A 3.99167 5.99011 10.0003
B 4.00682 5.99441 12.0103
A 3.9914 6.00156 14.0066
A 3.99785 5.99742 15.9964
B 4.00301 5.99693 17.9987
A 3.99226 7.99398 0.0067172
B 4.00725 7.99785 1.99705
B 4.00645 8.00252 4.00043
B 3.99957 8.0043 5.9914
B 4.00135 8.00473 8.00768
A 3.99398 8.00973 10.0064
B 4.00946 7.99957 12.0031
B 4.00897 7.99484 13.9956
A 4.00215 8.00801 15.998
A 4.00672 8.00387 17.9966
A 3.99801 9.99957 19.9957
B 4.00295 10.009 1.99312
A 4.0093 10.0043 3.99226
B 4.00301 9.99097 5.99398
A 4.00344 10.0023 7.98925
B 4.00252 9.99183 9.99017
B 3.99091 10.0094 12.0017
A 4.00672 9.99543 13.9966
B 4.00639 9.99275 16.0087
B 4.0051 9.99576 17.9939
A 4.00301 11.9904 0.00575652
A 4.00215 11.9914 1.99037
B 3.9957 12.0031 3.99791
B 3.99699 12.0077 6.0008
A 4.0093 12.0106 7.995
A 4.00575 12.0103 10.0086
A 4.00129 11.9898 12.0043
A 3.99183 12.0013 14.0071
B 3.99914 12.0055 15.9897
B 4.00172 11.9918 18.0047
B 3.99435 14.0064 0.00129008
B 4.00823 14.0018 2.00688
B 4.00393 13.9978 4.00903
B 3.99355 13.9896 6.00602
B 3.98974 13.9957 7.99828
B 4.01075 13.9897 9.99435
A 4.00274 14.0097 11.9929
A 3.99269 13.9904 13.9914
A 4.00172 13.9963 15.9981
B 4.01075 13.9913 17.9927
A 3.9907 16.0095 19.9912
B 3.9965 16.0004 2.00817
A 4.00242 16.0006 4.00834
A 4.00672 16.004 5.99397
A 3.99312 15.9997 8.00904
A 3.99381 15.9941 9.99123
B 4.00817 16.003 11.9992
B 4.00645 16.0099 14.0047
A 4.00447 16.0011 16.0101
A 4.00559 16.0032 18.006
B 3.99355 18.0052 0.00909056
B 4.00731 17.9996 1.99177
A 3.98968 17.9953 3.99113
A 3.99725 17.9985 6.0043
A 3.99802 17.9985 8.00172
A 4.00576 18.0076 10.0047
A 3.99974 18.001 12.0095
A 3.99484 17.9963 14.0089
B 4.00344 18.0073 16.0039
A 4.00705 17.9931 17.991
B 5.99312 19.9914 19.997
B 5.99484 19.991 1.99613
B 5.9992 19.9982 4.00682
A 5.99973 19.9937 6.00129
B 5.99656 0.00435897 8.00129
A 6.00473 19.9942 9.99054
B 6.00737 19.9927 12.0013
A 6.00844 19.999 14.003
B 6.00049 19.9944 15.9996
A 5.99225 0.0088686 18
B 6.00006 2.0086 0.00430063
B 6.00381 2.0094 1.99951
A 5.9901 1.99758 3.99973
A 5.99769 1.98952 5.99683
B 5.99699 2.00768 7.99791
B 6.00645 1.99785 10.0085
A 5.99484 1.99715 11.9901
B 6 1.99533 14.0017
A 6.00715 1.99027 15.9893
B 5.99619 2.00645 18.0001
B 5.99017 4.00731 0.00773992
A 5.99123 3.99871 1.98984
A 6.01092 4.00199 3.98952
B 6.0094 4.00221 6.00688
A 6.00919 3.99414 7.99543
A 6.00285 4.00688 10.0034
A 5.9993 4.0086 11.9938
B 5.99877 3.99263 13.9944
A 6.00774 4.00516 16.0062
A 5.99715 4.00748 17.9921
B 6.01038 5.9965 19.9962
B 6.0086 5.9914 2.00387
B 5.98968 6.00043 3.99398
B 5.99865 6.00037 5.99435
A 5.99613 6.00758 8.00559
B 6.00817 5.99957 10.0047
A 5.98941 6.00672 12.0066
A 5.99554 5.99543 13.9923
A 6.00817 6.00387 15.9936
A 6.00188 5.9951 17.9942
A 6.00559 7.99371 19.9924
A 5.98984 7.99457 1.9957
A 6.00447 7.99742 4.0043
A 5.99457 7.99586 5.99769
B 5.99785 7.99527 8.00774
A 6.0043 8.00145 9.99785
B 5.99355 8.00516 12.0021
A 6.0043 8.00027 14.001
A 5.99011 7.99656 16.0016
B 5.99957 8.00129 17.9957
A 5.99167 10.0093 0.0064529
A 5.99441 10.0039 2.00371
B 5.99103 9.99361 4.00387
A 6.00301 9.9957 6.00489
A 5.99183 10 7.99699
A 5.9907 9.99828 9.99957
A 5.99871 10.0052 12.0071
B 6.01075 10.0009 14.003
A 6.00645 10.0024 16.0083
A 6.00791 9.98941 17.9901
B 5.99275 11.9931 0.00902998
A 5.99855 12.0097 1.99097
B 6.00559 12.0004 4.00172
A 6.00102 12.0095 5.99355
B 5.99877 11.9983 7.99355
A 6.00069 12.0071 10.0069
B 6.0035 11.9901 12.0013
A 5.99828 12.0021 13.9901
B 5.99349 11.9927 15.9974
A 6.00559 11.993 18.0077
A 5.99957 14.0027 19.9974
B 6.00209 14.006 1.99662
B 5.99306 13.9892 3.99521
A 6.00188 13.9951 5.99097
B 5.99177 14.0043 8.00565
B 5.99994 14.0031 10.0004
